mode,make,model,colour,offence,district,disposal,date,location
Vehicle driver,Unknown,UNKNOWN,WHITE AND BLUE,N/A,LD,NFA,2023-06-01T00:00:00Z,"Queenswood Drive, Leeds"
Vehicle driver,Vauxhall,ANTARA,BLACK,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,KD,Educational Course,2023-06-01T00:00:00Z,"Queenswood Drive, Leeds"
Horse rider,Toyota,PRIUS,WHITE,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-06-01T00:00:00Z,"Queenswood Drive, Leeds"
Vehicle driver,Mercedes -Benz,SPRINTER,WHITE,RT88760 Fail to comply with solid white lines,WD,Educational Course,2023-06-01T00:00:00Z,"Quuenswood Drive, Leeds"
Horse rider,Honda,JAZZ,BLACK,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-06-01T00:00:00Z,Radcliffe
Vehicle driver,Audi,UNKNOWN,ORANGE,N/A,CD,NFA,2023-06-01T00:00:00Z,"radford Road, Carr Gate, Wakefield"
Horse rider,Peugeot,PARTNER,WHITE,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-06-01T00:00:00Z,"Ravenhouse Road, Dewsbury"
Vehicle driver,BMW,3 SERIES,BLACK,RT88575 Drive without due care and attention,BD,Educational Course,2023-06-01T00:00:00Z,Regent Street
Vehicle driver,BMW,UNKNOWN,WHITE,N/A,WD,NFA,2023-06-01T00:00:00Z,Regent Street Leeds
Pedestrian,Toyota,AVENSIS,SILVER,N/A,WD,NFA,2023-06-01T00:00:00Z,"Regent Street, junction with Roseville Road, Leeds"
Vehicle driver,Citroen,RELAY,WHITE,RT88575 Drive without due care and attention,WD,Educational Course,2023-06-01T00:00:00Z,"Ridge Road, Kippax, Leeds"
Pedestrian,Audi,UNKNOWN,BLACK,N/A,KD,NFA,2023-06-01T00:00:00Z,"RIESTHORPE LANE junction with A6120 RING ROAD, FARSLEY"
Cyclist,Audi,Q3,WHITE,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2023-06-01T00:00:00Z,"Riley Lane, Illingworth, Halifax"
Vehicle driver,Volkswagen,GOLF,GREY,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2023-06-01T00:00:00Z,Ring Road Whitehall Road roundabout Leeds
Vehicle driver,Mercedes -Benz,E220,SILVER,RT88575 Drive without due care and attention,KD,Conditional Offer,2023-06-01T00:00:00Z,"Ring Road, A6110 Leeds"
Vehicle driver,Volkswagen,GOLF,BLACK,RT88575 Drive without due care and attention,KD,Educational Course,2023-06-01T00:00:00Z,"Ring Road, Beeston, Leeds"
Cyclist,Land Rover,DIXCOVERY,BLUE,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2023-06-01T00:00:00Z,"Ring Road, Pudsey"
Vehicle driver,BMW,X3,BLUE,N/A,LD,NFA,2023-06-01T00:00:00Z,"Ring Road, Pudsey"
Vehicle driver,Vauxhall,ZAFIRA,BLACK,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Educational Course,2023-06-01T00:00:00Z,"Roberttown Lane, Roberttown"
Vehicle driver,Volkswagen,GOLF,BLACK,N/A,unknown,NFA,2023-06-01T00:00:00Z,"Rochdale Road, King Cross, Halifax"
Vehicle driver,Volkswagen,GOLF,GREY,N/A,unknown,NFA,2023-06-01T00:00:00Z,"Rochdale Road, Walsden"
Cyclist,Volkswagen,CARAVELLE,SILVER,N/A,KD,NFA,2023-06-01T00:00:00Z,"Rodley Lane, Calverley, Leeds"
Vehicle driver,Volkswagen,GOLF,BLACK,RT88575 Drive without due care and attention,BD,Court,2023-06-01T00:00:00Z,"Roils Head Road, Halifax"
Pedestrian,Volkswagen,POLO,BLUE,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,LD,Conditional Offer,2023-06-01T00:00:00Z,"Rondabout junction of Highfield Road & Idle Road, Idle, Bradford"
Cyclist,Ford,FOCUS,SILVER,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Rooley Avenue, Bradford"
Vehicle driver,Audi,UNKNOWN,WHITE,N/A,WD,NFA,2023-06-01T00:00:00Z,ROOLEY LANE BRADFORD
Vehicle driver,YAMAHA,UNKNOWN,WHITE,N/A,WD,NFA,2023-06-01T00:00:00Z,"Rooley Lane, Bradford"
Vehicle driver,Mini,UNKNOWN,BLACK,N/A,LD,NFA,2023-06-01T00:00:00Z,"Rooley Lane, Bradford"
Pedestrian,BMW,118I,BLUE,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,LD,Conditional Offer,2023-06-01T00:00:00Z,"Rooley Lane, Bradford"
Vehicle driver,Lexus,LS 460,SILVER,RT88575 Drive without due care and attention,LD,Educational Course,2023-06-01T00:00:00Z,"Rooley Lane, Bradford"
Vehicle driver,Mazda,MX5,GREY,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Educational Course,2023-06-01T00:00:00Z,"Rooley Lane, Bradford"
Vehicle driver,Renault,CAPTUR,RED,N/A,LD,NFA,2023-06-01T00:00:00Z,"ROTHWELL HAIGH INTERCHANGE, LEEDS"
Vehicle driver,Seat,UNKNOWN,WHITE,N/A,CD,NFA,2023-06-01T00:00:00Z,"Roundabout at junction of KIng Lane and A6120 Ring Road, Leeds. LS17"
Cyclist,Ford,TRANSIT,WHITE,N/A,WD,NFA,2023-06-01T00:00:00Z,"Roundabout at junction of King Lane and Scott hall Road, Leeds, LS17"
Vehicle driver,Vauxhall,VIVARO,BLACK,RT88575 Drive without due care and attention,BD,Educational Course,2023-06-01T00:00:00Z,"Roundabout junction Leyland Lane & Toller Lane, Bradford"
Vehicle passenger,Volkswagen,PASSAT,BLACK,N/A,unknown,NFA,2023-06-01T00:00:00Z,"Roundabout junction Novale Way and Wakefield Eastern Relief Road, Wakefield"
Cyclist,Hyundai,IONIQ,WHITE,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,LD,Conditional Offer,2023-06-01T00:00:00Z,"Roundabout junction of A650 Bradford Road and junction 41 of M1, Wakefield"
Cyclist,Vauxhall,CORSA,WHITE,RT88575 Drive without due care and attention,LD,Educational Course,2023-06-01T00:00:00Z,"Roundabout of Broadway and Waterton Road, Wakefield"
Vehicle driver,BMW,120D,BLACK,RT88575 Drive without due care and attention,CD,Educational Course,2023-06-01T00:00:00Z,"Roundabout, A65 New Road, Yeadon, Leeds"
Cyclist,YAMAHA,MT 125,BLACK,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Roundabout, junction of Beacon Road, Mandale Road & Speeton Avenue, Bradford"
Cyclist,Ford,FOCUS,BLUE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Roundhay Road, Harehills, Leeds"
Vehicle driver,Nissan,MICRA,RED,RT88971 Fail to comply with Red traffic light,LD,Educational Course,2023-06-01T00:00:00Z,"Roundhay Road, Harehills, Leeds"
Vehicle driver,Vauxhall,CORSA,BLACK,N/A,BD,NFA,2023-06-01T00:00:00Z,"Rouse Mill Lane, Batley"
Vehicle passenger,BMW,UNKNOWN,WHITE,N/A,unknown,NFA,2023-06-01T00:00:00Z,"Rowley Lane, Huddersfield"
Vehicle driver,Ford,TRANSIT,WHITE,RT88575 Drive without due care and attention,KD,Educational Course,2023-06-01T00:00:00Z,"Royds Hall Lane, Bradford"
Cyclist,Toyota,UNKNOWN,GREY,N/A,LD,NFA,2023-06-01T00:00:00Z,"Rufford Avenue, Yeadon, Leeds"
Cyclist,Ford,TRANSIT,GREY,RT88576 Drive without reasonable consideration to others,CD,Educational Course,2023-06-01T00:00:00Z,"Saltaire Road, Shipley, Bradford"
Vehicle passenger,ReAN,CLIO,RED,N/A,KD,NFA,2023-06-01T00:00:00Z,"SANDY LANE, BRADFORD"
Cyclist,Alexander Dennis,UNKNOWN,MULTI-COLOURED,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Santingley Lane Crofton, Wakefield"
Cyclist,Fiat,GRANDE PUNTO,GREY,N/A,LD,NFA,2023-06-01T00:00:00Z,Saville Park Road Halifax
Cyclist,Volkswagen,TRANSPORTER,WHITE,RT88751 Contravene Give Way sign,LD,Conditional Offer,2023-06-01T00:00:00Z,"Savins Mill Way, Leeds"
Vehicle driver,Renault,MASTER,WHITE,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,WD,Educational Course,2023-06-01T00:00:00Z,"Saxon Road, Sheffield"
Cyclist,Toyota,AYGO,WHITE,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2023-06-01T00:00:00Z,"Scarlet Heights, Bradford"
Cyclist,Hyundai,I10,WHITE,RT88575 Drive without due care and attention,LD,Educational Course,2023-06-01T00:00:00Z,"Scatcherd Lane, Morley, Leeds."
Vehicle passenger,Ford,UNKNOWN,SILVER,RT88760 Fail to comply with solid white lines,WD,Educational Course,2023-06-01T00:00:00Z,"Scott Hall Road, Leeds"
Vehicle driver,Land Rover,RANGE ROVER,BLACK,RT88575 Drive without due care and attention,BD,Educational Course,2023-06-01T00:00:00Z,"Scott Hall Road, Leeds"
Vehicle driver,Lexus,IS 220D,BLACK,RT88575 Drive without due care and attention,BD,Conditional Offer,2023-06-01T00:00:00Z,"Scott Hall Road, Leeds"
Cyclist,Vauxhall,CORSA,SILVER,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2023-06-01T00:00:00Z,"Scott Hall Road, Moortown, Leeds"
Vehicle driver,Vauxhall,GRANDLAND,WHITE,RT88971 Fail to comply with Red traffic light,KD,Educational Course,2023-06-01T00:00:00Z,Selby Road J/W Dunhill Rise Leeds
Cyclist,Volkswagen,POLO,WHITE,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2023-06-01T00:00:00Z,"SELBY ROAD, COLTON"
Cyclist,Nissan,NV400,WHITE,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2023-06-01T00:00:00Z,"Selby Road, Colton, Leeds"
Cyclist,BMW,120D,BLUE,RT88575 Drive without due care and attention,WD,Educational Course,2023-06-01T00:00:00Z,"Selby Road, Colton, Leeds"
Cyclist,Volkswagen,CADDY,WHITE,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2023-06-01T00:00:00Z,"SelBy Road, Leeds"
Cyclist,SCANIA,UNKNOWN,BLACK,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Selby Road, Leeds"
Vehicle driver,Unknown,UNKNOWN,UNKNOWN,N/A,LD,NFA,2023-06-01T00:00:00Z,"Selby Road, Leeds"
Cyclist,Vauxhall,VIVARO,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Shadwell Lane, Leeds"
Cyclist,Vauxhall,UNKNOWN,WHITE,N/A,LD,NFA,2023-06-01T00:00:00Z,"Shadwell Lane, Leeds"
Cyclist,Skoda,KODIAQ,BLACK,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"SHADWELL LANE, LEEDS"
Cyclist,Mini,COOPER,WHITE,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2023-06-01T00:00:00Z,"Shadwell Lane, Leeds"
Cyclist,Volkswagen,TRANSPORTER,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Shadwell Lane, Leeds"
Cyclist,Vauxhall,CORSA,SILVER,RT88576 Drive without reasonable consideration to others,CD,Educational Course,2023-06-01T00:00:00Z,"Shadwell Lane, Leeds"
Vehicle driver,BMW,M140I,BLACK,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,KD,Educational Course,2023-06-01T00:00:00Z,"Sharp Lane, Middleton, Leeds"
Vehicle driver,Volkswagen,GOLF,RED,RT88971 Fail to comply with Red traffic light,BD,Educational Course,2023-06-01T00:00:00Z,"Shaw Lane, Headingley, Leeds"
Vehicle driver,Seat,Leon,Blue,RT88575 Drive without due care and attention,KD,Court,2023-06-01T00:00:00Z,"Shay Lane, Holmfield, Halifax"
Vehicle passenger,Volkswagen,Polo,Black,RT88575 Drive without due care and attention,LD,Conditional Offer,2023-06-01T00:00:00Z,"Sheepscar Street South, Leeds"
Vehicle driver,Mazda,MX-5,Grey,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Educational Course,2023-06-01T00:00:00Z,"Sheepscar Street South, Leeds"
Vehicle passenger,Audi,A1,Grey,RT88760 Fail to comply with solid white lines,LD,Educational Course,2023-06-01T00:00:00Z,"Sheepwalk Lane, Castleford"
Vehicle passenger,Audi,A5,Blue,N/A,WD,NFA,2023-06-01T00:00:00Z,"SHETCLIFFE LANE, BRADFORD"
Vehicle driver,Audi,A3,Black,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Educational Course,2023-06-01T00:00:00Z,"Shibden Hall Road, Halifax"
Vehicle driver,Vauxhall,Corsa,Grey,N/A,BD,NFA,2023-06-01T00:00:00Z,Shillbank Lane Mirfield
Cyclist,Toyota,Unknown,Black,N/A,BD,NFA,2023-06-01T00:00:00Z,"Shillbank Lane, Mirfield"
Vehicle driver,HGV,Tractor,Green,N/A,WD,NFA,2023-06-01T00:00:00Z,"Shillbank Lane, Mirfield"
Cyclist,Citroen,C3 Picasso,White,RT88575 Drive without due care and attention,LD,Educational Course,2023-06-01T00:00:00Z,Shipley Airedale Road (A650)
Vehicle driver,Lexus,IS 220,Blue,RT88575 Drive without due care and attention,CD,Educational Course,2023-06-01T00:00:00Z,"SHIPLEY AIREDALE ROAD, BRADFORD"
Vehicle driver,Volkswagen,Polo,Black,RT88575 Drive without due care and attention,KD,Educational Course,2023-06-01T00:00:00Z,"Shroggs Road, Halifax"
Cyclist,Renault,Clio,Silver,N/A,LD,NFA,2023-06-01T00:00:00Z,"SILVER STREET, HUDDERSFIELD"
Vehicle driver,Volkswagen,Golf,Red,RT88575 Drive without due care and attention,BD,Educational Course,2023-06-01T00:00:00Z,"Sir Fred Hoyle Way, Bingley"
Cyclist,BMW,UNKNOWN,BLUE,N/A,LD,NFA,2023-06-01T00:00:00Z,"Skinner Lane, Pontefract"
Vehicle driver,Citroen,BERLINGO,SILVER,RT88575 Drive without due care and attention,LD,Educational Course,2023-06-01T00:00:00Z,"Skipton Road, Ilkley"
Cyclist,Volkswagen,GOLF,BLUE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Skipton, North Yorkshire"
Vehicle driver,Land Rover,RANGE ROVER,BLACK,RT88575 Drive without due care and attention,LD,Conditional Offer,2023-06-01T00:00:00Z,"Skircoat Moor Road, Halifax"
Vehicle driver,Audi,ESTATE,GREY,N/A,LD,NFA,2023-06-01T00:00:00Z,"Slaithwaite Road, Meltham"
Vehicle driver,Audi,A4 S LINE,SILVER,RT88575 Drive without due care and attention,CD,Educational Course,2023-06-01T00:00:00Z,"Slaithwaite Road, Meltham, Huddersfield"
Vehicle driver,Honda,JAZZ,BLACK,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2023-06-01T00:00:00Z,"Slip road M62 to M1 north, East Ardsley, Leeds"
Vehicle driver,Audi,A4,RED,RT88575 Drive without due care and attention,BD,Educational Course,2023-06-01T00:00:00Z,Slipper Lane Leeds
Pedestrian,Peugeot,207,SILVER,RR84180 Drive vehicle – fail to comply with indication given by traffic sign – local traffic order,LD,Conditional Offer,2023-06-01T00:00:00Z,"Slipper Lane, Mirfield"
Vehicle driver,Ford,TRANSIT,WHITE,RT88575 Drive without due care and attention,BD,Educational Course,2023-06-01T00:00:00Z,"Smawthorle Lane, Castleford"
Vehicle driver,Unknown,MOTORCROSS BIKE,UNKNOWN,N/A,CD,NFA,2023-06-01T00:00:00Z,"Smiddles Lane, Bradford"
Cyclist,Toyota,AURIS,SILVER,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Smithies Lane, Birstal"
Vehicle passenger,Audi,A4,BLACK,RR84180 Drive vehicle – fail to comply with indication given by traffic sign – local traffic order,LD,Conditional Offer,2023-06-01T00:00:00Z,"Somerset Road, Huddersfield"
Cyclist,Vauxhall,VIVARO,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,Somewhere in BD3
Cyclist,Land Rover,RANGE ROVER VELAR,GREY,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,Somewhere on the M62
Cyclist,BMW,X5,BLACK,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,SOMEWHERE UNKNOWN IN YEADON OR OTLEY.
Vehicle driver,Volkswagen,UNKNOWN,BLACK,N/A,CD,NFA,2023-06-01T00:00:00Z,"South Accomodation Road, Cross Green, Leeds"
Vehicle driver,Volkswagen,UNKNOWN,BLACK,N/A,CD,NFA,2023-06-01T00:00:00Z,"South Accomodation Road, Leeds"
Vehicle driver,Volkswagen,GOLF,BLACK,RT88971 Fail to comply with Red traffic light,CD,Conditional Offer,2023-06-01T00:00:00Z,"South Street, Keighley"
Cyclist,Ford,RANGER,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Southfield Road, Bradford"
Horse rider,Mercedes -Benz,A 180,BLUE,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2023-06-01T00:00:00Z,"Southfield Road, Bradford"
Cyclist,Nissan,JUKE,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Southgate, Huddersfield"
Cyclist,Vauxhall,MOKKA,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,Southowram Bank
Cyclist,Ford,KUGA,BLUE,N/A,KD,NFA,2023-06-01T00:00:00Z,Spa Wood Top Huddersfield
Vehicle driver,HARLEY DAVIDSON,XL 883 L,BLACK,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Spa Wood Top, Huddersfield"
Pedestrian,Volkswagen,GOLF,BLACK,N/A,BD,NFA,2023-06-01T00:00:00Z,"SPA WOOD TOP, HUDDERSFIELD"
Vehicle driver,Volkswagen,GOLF,BLACK,RT88575 Drive without due care and attention,BD,Educational Course,2023-06-01T00:00:00Z,SPEN LANE
Vehicle driver,Land Rover,DISCOVERY,BLACK,N/A,unknown,NFA,2023-06-01T00:00:00Z,"Spen Lane / West Parade Intersection, West Park, Leeds"
Vehicle passenger,Unknown,UNKNOWN,PINK,N/A,WD,NFA,2023-06-01T00:00:00Z,SPEN LANE LEEDS
Vehicle driver,Toyota,AYGO,WHITE,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,CD,Educational Course,2023-06-01T00:00:00Z,Spen Lane Leeds
Cyclist,Unknown,UNKNOWN,YELLOW,N/A,unknown,NFA,2023-06-01T00:00:00Z,Spen Lane Leeds
Cyclist,Citroen,C4 CACTUS,BLUE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,SPEN LANE LEEDS
Cyclist,Ford,FOCUS,BLUE,RT88576 Drive without reasonable consideration to others,CD,Educational Course,2023-06-01T00:00:00Z,Spen Lane Leeds
Vehicle driver,Skoda,OCTAVIA,SILVER,RT88971 Fail to comply with Red traffic light,KD,Educational Course,2023-06-01T00:00:00Z,SPEN LANE LEEDS
Vehicle driver,Land Rover,RANGE ROVER,WHITE,RT88575 Drive without due care and attention,KD,Conditional Offer,2023-06-01T00:00:00Z,SPEN LANE LEEDS
Cyclist,Jaguar,X-TYPE,BLACK,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2023-06-01T00:00:00Z,SPEN LANE LEEDS
Cyclist,Audi,Unknown,Unknown,N/A,LD,NFA,2023-06-01T00:00:00Z,SPEN LANE LEEDS
Vehicle driver,Audi,S3,Black,RT88575 Drive without due care and attention,BD,Conditional Offer,2023-06-01T00:00:00Z,Spen Lane Leeds
Cyclist,Mazda,2 GT,Blue,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-06-01T00:00:00Z,"Spen Lane, Ireland Wood, Leeds"
Cyclist,Kia,Ceed,Black,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-06-01T00:00:00Z,"SPEN LANE, LEEDS"
Cyclist,Toyota,Yaris,White & Black,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Vehicle driver,Toyota,Auris,Silver,RT88575 Drive without due care and attention,LD,Educational Course,2023-06-01T00:00:00Z,"SPEN LANE, LEEDS"
Vehicle driver,Ford,Focus,Black,N/A,KD,NFA,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Cyclist,Ford,Focus,Silver,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-06-01T00:00:00Z,"SPEN LANE, LEEDS"
Vehicle passenger,Vauxhall,Corsa,White,ME82009 Driving on hard shoulder of motorway,LD,Educational Course,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Vehicle passenger,BMW,118D,Grey,ME82009 Driving on hard shoulder of motorway,LD,Educational Course,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Vehicle passenger,Unknown,Unknown,Unknown,N/A,LD,NFA,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Cyclist,Ford,Fiesta,Silver,N/A,LD,NFA,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Pedestrian,Peugeot,Bike,Black,N/A,LD,NFA,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Vehicle driver,Audi,E-Tron,Black,RT88575 Drive without due care and attention,WD,Educational Course,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Vehicle passenger,Peugeot,108,BLACK,RT88575 Drive without due care and attention,CD,Conditional Offer,2023-06-01T00:00:00Z,"SPEN LANE, LEEDS"
Vehicle passenger,Skoda,OCTAVIA,BLUE,RT88971 Fail to comply with Red traffic light,CD,Conditional Offer,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Vehicle driver,Ford,FIESTA,BLUE,RT88575 Drive without due care and attention,LD,Educational Course,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Cyclist,Kia,UNKNOWN,SILVER,N/A,LD,NFA,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Cyclist,Ford,UNKNOWN,WHITE,N/A,KD,NFA,2023-06-01T00:00:00Z,"Spen Lane, Leeds"
Cyclist,Unknown,UNKNOWN,BLACK,N/A,KD,NFA,2023-06-01T00:00:00Z,"SPEN LANE, WEST PARADE"
Vehicle driver,Peugeot,208,White,RT88575 Drive without due care and attention,KD,Educational Course,2023-06-01T00:00:00Z,"Spen Lane, West Park, Leeds"
Vehicle driver,Suzuki,SX4,White,RT88760 Fail to comply with solid white lines,BD,Educational Course,2023-06-01T00:00:00Z,"Spen Lane, West Park, Leeds"
Cyclist,Volvo,Bus,Red & Black,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-06-01T00:00:00Z,Spen Road Leeds
